,Artist ID,Name,Nationality,Gender,Birth Year,Death Year,age
1827,2051,Vasudeo S. Gaitonde,Indian,Male,1924.0,2001.0,77.0
1829,2053,Démétrius Emmanuel Galanis,French,Male,1882.0,1966.0,84.0
1831,2055,Galo Galecio,Ecuadorian,Male,1908.0,1993.0,85.0
1832,2056,Zvi Gali,Israeli,Male,1924.0,1961.0,37.0
1833,2057,A. E. Gallatin,American,Male,1881.0,1952.0,71.0
1834,2058,Emile Gallé,French,Male,1846.0,1904.0,58.0
1835,2059,Akseli Gallen-Kallela,Finnish,Male,1865.0,1931.0,66.0
1838,2062,Christina Galvez,Peruvian,Female,1918.0,1982.0,64.0
1840,2065,Abram Games,British,Male,1914.0,1996.0,82.0
1841,2066,David Gammon,British,Male,1933.0,2005.0,72.0
1842,2067,Aleksei Gan (Hahn),Russian,Male,1889.0,1940.0,51.0
1844,2070,Paul Gangolf,German,Male,1879.0,1936.0,57.0
1845,2071,Emil Ganso,American,Male,1895.0,1941.0,46.0
1849,2075,Héctor García,Mexican,Male,1923.0,2012.0,89.0
1850,2077,Clive Gardiner,British,Male,1891.0,1960.0,69.0
1852,2079,Alexander Gardner,American,Male,1821.0,1882.0,61.0
1855,2084,Pablo Gargallo,Spanish,Male,1881.0,1934.0,53.0
1857,2086,William A. Garnett,American,Male,1916.0,2006.0,90.0
1860,2089,Oronzo Gasparo,American,Male,1903.0,1969.0,66.0
1861,2090,Arnold Gassan,American,Male,1930.0,2001.0,71.0
1863,2092,Lee Gatch,American,Male,1902.0,1968.0,66.0
1864,2093,Simon Gate,Swedish,Male,1883.0,1945.0,62.0
1866,2095,Yves Gaucher,Canadian,Male,1934.0,2000.0,66.0
1867,2096,Antoni Gaudí,Spanish,Male,1852.0,1926.0,74.0
1868,2097,Henri Gaudier-Brzeska,French,Male,1891.0,1915.0,24.0
1869,2098,Paul Gauguin,French,Male,1848.0,1903.0,55.0
1870,2099,August Gaul,German,Male,1869.0,1921.0,52.0
1871,2100,Winfred Gaul,German,Male,1928.0,2003.0,75.0
1872,2103,Johannes Gecelli,German,Male,1925.0,2011.0,86.0
1874,2105,William Gedney,American,Male,1932.0,1989.0,57.0
1876,2107,Gego (Gertrud Goldschmidt),Venezuelan,Female,1912.0,1994.0,82.0
1880,2111,Rupprecht Geiger,German,Male,1908.0,2009.0,101.0
1881,2112,Willi Geiger,German,Male,1878.0,1971.0,93.0
1883,2114,Jan Gelb,American,Female,1906.0,1978.0,72.0
1884,2115,Hugo Gellert,American,Male,1892.0,1985.0,93.0
1885,2116,Robert Genin,American,Male,1884.0,1943.0,59.0
1888,2119,Arnold Genthe,American,Male,1869.0,1942.0,73.0
1890,2121,Vic Gentils,Belgian,Male,1919.0,1997.0,78.0
1893,2124,Thomas George,American,Male,1918.0,2009.0,91.0
1894,2125,Paul Georges,American,Male,1923.0,2002.0,79.0
1899,2130,Paul-Elie Gernez,French,Male,1888.0,1948.0,60.0
1903,2134,Moshe Gershuni,Israeli,Male,1936.0,2017.0,81.0
1907,2140,Mario Giacomelli,Italian,Male,1925.0,2000.0,75.0
1908,2141,Alberto Giacometti,Swiss,Male,1901.0,1966.0,65.0
1909,2142,Augusto Giacometti,Swiss,Male,1877.0,1947.0,70.0
1912,2145,Charles Dana Gibson,American,Male,1867.0,1944.0,77.0
1914,2147,Tim Gidal,German,Male,1909.0,1996.0,87.0
1916,2149,Josef Gielniak,Polish,Male,1932.0,1972.0,40.0
1917,2150,Roland Giguère,Canadian,Male,1929.0,2003.0,74.0
1919,2152,Ruth Gikow,American,Female,1915.0,1982.0,67.0
1921,2158,Eric Gill,British,Male,1882.0,1940.0,58.0
1926,2163,Laura Gilpin,American,Female,1881.0,1979.0,98.0
1928,2165,Wilhelm Gimmi,Swiss,Male,1886.0,1960.0,74.0
1929,2166,Henri Ginet,French,Male,1923.0,1970.0,47.0
1930,2167,Allen Ginsberg,American,Male,1926.0,1997.0,71.0
1938,2176,Pierre Girieud,French,Male,1875.0,1940.0,65.0
1942,2180,Harry Gitlin,American,Male,1914.0,1986.0,72.0
1945,2183,Allan Gittler (Avraham Bar Rashi),American,Male,1928.0,2002.0,74.0
1946,2184,William Glackens,American,Male,1870.0,1938.0,68.0
1948,2186,Fritz Glarner,American,Male,1899.0,1972.0,73.0
1949,2187,Joseph Glasco,American,Male,1925.0,1996.0,71.0
1951,2190,Otto Gleichmann,German,Male,1887.0,1963.0,76.0
1952,2191,Albert Gleizes,French,Male,1881.0,1953.0,72.0
1954,2194,H. Glintenkamp,American,Male,1887.0,1946.0,59.0
1957,2198,Domenico Gnoli,Italian,Male,1933.0,1970.0,37.0
1960,2202,Charles L. Goeller,American,Male,1901.0,1955.0,54.0
1961,2203,Mathias Goeritz,German,Male,1915.0,1990.0,75.0
1962,2204,Henri Goetz,French,Male,1909.0,1989.0,80.0
1964,2206,Vincent van Gogh,Dutch,Male,1853.0,1890.0,37.0
1968,2210,Eugene Omar Goldbeck,American,Male,1892.0,1986.0,94.0
1970,2213,Michael Goldberg,American,Male,1924.0,2007.0,83.0
1973,2217,Shirley Goldfarb,American,Female,1925.0,1980.0,55.0
1974,2218,John Golding,British,Male,1929.0,2012.0,83.0
1977,2221,Anne Goldthwaite,American,Female,1869.0,1944.0,75.0
1978,2222,Joseph Webster Golinkin,American,Male,1896.0,1977.0,81.0
1979,2223,Leon Golub,American,Male,1922.0,2004.0,82.0
1982,2227,Alexander Gonda,German,Male,1905.0,1977.0,72.0
1984,2229,Natalia Goncharova,Russian,Female,1881.0,1962.0,81.0
1985,2230,Roberto González Goyri,Guatemalan,Male,1924.0,2007.0,83.0
1986,2231,Julio González,Spanish,Male,1876.0,1942.0,66.0
1988,2233,Felix Gonzalez-Torres,American,Male,1957.0,1996.0,39.0
1994,2240,Sidney Goodman,American,Male,1936.0,2013.0,77.0
1995,2241,Sam Goodman,Canadian,Male,1919.0,1967.0,48.0
1996,2242,Robert Goodnough,American,Male,1917.0,2010.0,93.0
2003,2249,Spencer Frederick Gore,British,Male,1878.0,1914.0,36.0
2004,2250,Jean Gorin,French,Male,1899.0,1981.0,82.0
2005,2251,Wiktor Górka,Polish,Male,1922.0,2004.0,82.0
2006,2252,Arshile Gorky,American,Male,1904.0,1948.0,44.0
2009,2255,Fritz Goro,American,Male,1901.0,1986.0,85.0
2011,2257,Mieczysław Górowski,Polish,Male,1941.0,2011.0,70.0
2016,2262,Sylvia Gosse,British,Female,1881.0,1968.0,87.0
2018,2264,Werner Gothein,German,Male,1890.0,1968.0,78.0
2019,2265,Joseph Goto,American,Male,1916.0,1994.0,78.0
2020,2266,Friedrich Karl Gotsch,German,Male,1900.0,1984.0,84.0
2021,2267,Hans Gött,German,Male,1883.0,1974.0,91.0
2022,2268,Adolph Gottlieb,American,Male,1903.0,1974.0,71.0
2023,2269,Harry Gottlieb,American,Male,1894.0,1992.0,98.0
2024,2270,Robert P. Gottlieb,American,Male,1921.0,1977.0,56.0
2025,2271,Gottlob,French,Male,1873.0,1935.0,62.0
2026,2272,Enguérrand Gourgue,Haitian,Male,1930.0,1996.0,66.0
2028,2274,Francisco de Goya,Spanish,Male,1746.0,1828.0,82.0
2030,2276,Werner Graeff,German,Male,1901.0,1978.0,77.0
2031,2277,Camille Graeser,Swiss,Male,1892.0,1980.0,88.0
2032,2278,Carl Bernhard Graf,Swiss,Male,1926.0,1968.0,42.0
2033,2279,Gottfried Graf,German,Male,1881.0,1938.0,57.0
2034,2280,Samuel Gragg,American,Male,1772.0,1855.0,83.0
2037,2284,John D. Graham,American,Male,1881.0,1961.0,80.0
2040,2287,Robert Graham,American,Male,1938.0,2008.0,70.0
2041,2288,Walter Gramatté,German,Male,1897.0,1929.0,32.0
2042,2289,Carlos Granada,Colombian,Male,1933.0,2015.0,82.0
2043,2290,Toni Grand,French,Male,1935.0,2005.0,70.0
2044,2291,Eugene Fernandez Granell,Spanish,Male,1912.0,2001.0,89.0
2046,2294,Duncan Grant,British,Male,1885.0,1978.0,93.0
2051,2301,Eugène Grasset,French,Male,1841.0,1917.0,76.0
2052,2303,Gotthard Graubner,German,Male,1930.0,2013.0,83.0
2053,2304,Gerardus Hendrik (Geert) Grauss,Dutch,Male,1882.0,1929.0,47.0
2057,2308,Michael Graves,American,Male,1934.0,2015.0,81.0
2058,2309,Morris Graves,American,Male,1910.0,2001.0,91.0
2059,2310,Nancy Graves,American,Female,1940.0,1995.0,55.0
2061,2312,Cleve Gray,American,Male,1918.0,2004.0,86.0
2062,2313,Eileen Gray,British,Female,1879.0,1976.0,97.0
2069,2321,Balcomb Greene,American,Male,1904.0,1990.0,86.0
2070,2322,Gertrude Greene,American,Female,1904.0,1956.0,52.0
2071,2323,John B. Greene,American,Male,1832.0,1856.0,24.0
2072,2324,Stephen Greene,American,Male,1918.0,1999.0,81.0
2081,2334,Hermann Gretsch,German,Male,1895.0,1950.0,55.0
2082,2335,Otto L. Grever,American,Male,1878.0,1936.0,58.0
2084,2337,Helmut A. P. Grieshaber,German,Male,1909.0,1981.0,72.0
2085,2338,Fuller Griffith,American,Male,1930.0,2013.0,83.0
2087,2340,Franco Grignani,Italian,Male,1908.0,1999.0,91.0
2088,2341,Marcos Grigorian,Iranian,Male,1924.0,2007.0,83.0
2092,2346,Dimitri Grinevich,Russian,Male,1895.0,1966.0,71.0
2093,2347,Peter Grippe,American,Male,1912.0,2002.0,90.0
2095,2349,Juan Gris,Spanish,Male,1887.0,1927.0,40.0
2097,2352,Alexis Gritchenko,Russian,Male,1883.0,1977.0,94.0
2098,2353,Nikolai Gritsouk,Russian,Male,1922.0,1976.0,54.0
2100,2355,Glenn Grohe,American,Male,1912.0,1956.0,44.0
2101,2356,Marcel Gromaire,French,Male,1892.0,1971.0,79.0
2103,2358,Jan Groover,American,Female,1943.0,2012.0,69.0
2104,2359,Walter Gropius,German,Male,1883.0,1969.0,86.0
2105,2360,William Gropper,American,Male,1897.0,1977.0,80.0
2106,2361,Maurice Grosman,American,Male,1900.0,1976.0,76.0
2107,2362,Anthony Gross,British,Male,1905.0,1984.0,79.0
2109,2364,Chaim Gross,American,Male,1904.0,1991.0,87.0
2110,2365,Michael Gross,Israeli,Male,1920.0,2004.0,84.0
2113,2368,Maurice Grosser,American,Male,1903.0,1986.0,83.0
2116,2371,Sid Grossman,American,Male,1913.0,1955.0,42.0
2117,2372,Rudolf Grossmann,German,Male,1882.0,1941.0,59.0
2119,2374,George Grosz,American,Male,1893.0,1959.0,66.0
2121,2376,Paul Grotz,American,Male,1902.0,1990.0,88.0
2125,2381,Bedrich Grunzweig,American,Male,1944.0,2009.0,65.0
2131,2388,Max Gubler,Swiss,Male,1898.0,1973.0,75.0
2134,2391,Svavar Gudnason,Icelandic,Male,1909.0,1988.0,79.0
2136,2394,Jesús Guerrero Galvan,Mexican,Male,1910.0,1973.0,63.0
2137,2395,José Guerrero,American,Male,1914.0,1991.0,77.0
2138,2396,Xavier Guerrero,Mexican,Male,1896.0,1974.0,78.0
2139,2397,Giuseppe Guerreschi,Italian,Male,1929.0,1985.0,56.0
2140,2398,Hans Gugelot,German,Male,1920.0,1965.0,45.0
2141,2399,Maurice Guibert,French,Male,1856.0,1913.0,57.0
2142,2400,Alfredo Guido,Argentine,Male,1892.0,1967.0,75.0
2143,2401,Alberto da Veiga Guignard,Brazilian,Male,1895.0,1962.0,67.0
2144,2402,Lurelle Guild,American,Male,1898.0,1986.0,88.0
2145,2404,Albert Guillaume,French,Male,1873.0,1942.0,69.0
2146,2407,Hector Guimard,French,Male,1867.0,1942.0,75.0
2147,2409,Michel Guino,French,Male,1926.0,2013.0,87.0
2150,2413,Yakov Guminer,Russian,Male,1896.0,1942.0,46.0
2153,2416,J. Gurney,American,Male,1812.0,1886.0,74.0
2154,2419,Philip Guston,American,Male,1913.0,1980.0,67.0
2155,2420,F. Gutekunst,American,Male,1831.0,1917.0,86.0
2156,2422,John Gutmann,American,Male,1905.0,1998.0,93.0
2157,2423,Renato Guttuso,Italian,Male,1912.0,1987.0,75.0
2158,2424,Charles Gwathmey,American,Male,1938.0,2009.0,71.0
2159,2425,Robert Gwathmey,American,Male,1903.0,1988.0,85.0
2161,2427,Brion Gysin,American,Male,1916.0,1986.0,70.0
2165,2431,Ernst Haas,American,Male,1921.0,1986.0,65.0
2166,2432,Hildegarde Haas,American,Female,1926.0,2002.0,76.0
2169,2435,Terry Haass,French,Female,1923.0,2016.0,93.0
2171,2437,Reinhold Häcker,Swiss,Male,1903.0,1976.0,73.0
2172,2439,Dimitri Hadzi,American,Male,1921.0,2006.0,85.0
2174,2441,Oswald Haerdtl,Austrian,Male,1899.0,1959.0,60.0
2179,2446,Otto Hagel,American,Male,1909.0,1974.0,65.0
2181,2448,Karl Hagenauer,Austrian,Male,1898.0,1956.0,58.0
2183,2450,Hagiwara Hideo,Japanese,Male,1913.0,2007.0,94.0
2184,2451,Raoul Hague,American,Male,1905.0,1993.0,88.0
2186,2453,Johann Hahn,German,Male,1840.0,1900.0,60.0
2188,2455,Raymond Hains,French,Male,1926.0,2005.0,79.0
2189,2456,Étienne Hajdu,French,Male,1907.0,1996.0,89.0
2190,2457,Otto Herbert Hajek,German,Male,1927.0,2005.0,78.0
2191,2458,Heinz Hajek-Halke,German,Male,1898.0,1983.0,85.0
2194,2461,Alice Halicka,Polish,Female,1895.0,1975.0,80.0
2198,2466,Hermann Haller,Swiss,Male,1880.0,1950.0,70.0
2201,2469,Samuel Halpert,American,Male,1884.0,1930.0,46.0
2202,2470,Philippe Halsman,American,Male,1906.0,1979.0,73.0
2204,2472,Yozo Hamaguchi,Japanese,Male,1909.0,2000.0,91.0
2206,2475,Hiroshi Hamaya,Japanese,Male,1915.0,1999.0,84.0
2207,2476,Theora Hamblett,American,Female,1895.0,1977.0,82.0
2211,2481,Richard Hamilton,British,Male,1922.0,2011.0,89.0
2212,2482,Hans Hammarskiold,Swedish,Male,1925.0,2012.0,87.0
2213,2483,Sid Hammer,American,Male,1926.0,1969.0,43.0
2214,2485,John Hays Hammond,American,Male,1888.0,1965.0,77.0
2217,2488,Abraham P. Hankins,American,Male,1904.0,1963.0,59.0
2220,2491,Robert Hansen,American,Male,1924.0,2013.0,89.0
2223,2494,Joseph Mellor Hanson,British,Male,1900.0,1963.0,63.0
2224,2495,Simon Hantaï,Hungarian,Male,1922.0,2008.0,86.0
2226,2497,Charles Harbutt,American,Male,1935.0,2015.0,80.0
2230,2501,Robert Hardmeyer,Swiss,Male,1876.0,1919.0,43.0
2231,2502,Dudley Hardy,British,Male,1867.0,1922.0,55.0
2233,2504,David Hare,American,Male,1917.0,1992.0,75.0
2234,2505,Keith Haring,American,Male,1958.0,1990.0,32.0
2235,2507,Richard Harlfinger,Austrian,Male,1873.0,1948.0,75.0
2236,2508,Guy Harloff,French,Male,1933.0,1991.0,58.0
2237,2509,Irving Harper,American,Male,1916.0,2015.0,99.0
2238,2510,Richard Harrington,Canadian,Male,1911.0,2005.0,94.0
2245,2517,Alfred A. Hart,American,Male,1816.0,1908.0,92.0
2247,2519,"George Overbury (""Pop"") Hart",American,Male,1868.0,1933.0,65.0
2248,2520,Grace Hartigan,American,Female,1922.0,2008.0,86.0
2249,2521,Marsden Hartley,American,Male,1877.0,1943.0,66.0
2252,2524,Erich Hartmann,American,Male,1922.0,1999.0,77.0
2253,2525,Hans Hartung,French,Male,1904.0,1989.0,85.0
2254,2526,Josef Hartwig,German,Male,1880.0,1955.0,75.0
2256,2529,Kiyoshi Hasegawa,Japanese,Male,1891.0,1980.0,89.0
2257,2530,Hasegawa Sabro,Japanese,Male,1907.0,1957.0,50.0
2259,2532,Childe Hassam,American,Male,1859.0,1935.0,76.0
2261,2534,Hasui,Japanese,Male,1883.0,1957.0,74.0
2265,2538,Shigeru Hatsuyama,Japanese,Male,1897.0,1973.0,76.0
2270,2543,Carry (Carl Maria) Hauser,Austrian,Female,1895.0,1985.0,90.0
2271,2544,Raoul Hausmann,German,Male,1886.0,1971.0,85.0
2272,2545,Paul Haustein,German,Male,1880.0,1944.0,64.0
2273,2546,Ashley Havinden,British,Male,1903.0,1973.0,70.0
2274,2547,"Clementina, Lady Hawarden",British,Female,1822.0,1865.0,43.0
2280,2554,Henri Hayden,French,Male,1883.0,1970.0,87.0
2283,2557,Frank Jay Haynes,American,Male,1853.0,1921.0,68.0
2284,2558,Stanley William Hayter,British,Male,1901.0,1988.0,87.0
2285,2559,Nicholas Ház,American,Male,1883.0,1953.0,70.0
2286,2560,Frank Hazenplug,American,Male,1874.0,1931.0,57.0
2287,2561,Howard Head,American,Male,1914.0,1991.0,77.0
2291,2565,Edith Heath,American,Female,1911.0,2005.0,94.0
2295,2569,Erich Heckel,German,Male,1883.0,1970.0,87.0
2296,2570,Wally Hedrick,American,Male,1928.0,2003.0,75.0
2297,2571,Jon Hedu,American,Male,1914.0,1995.0,81.0
2299,2573,Henry Heerup,Danish,Male,1905.0,1993.0,88.0
2301,2575,Bernhard Heiliger,German,Male,1915.0,1995.0,80.0
2303,2577,Thomas Theodor Heine,German,Male,1867.0,1948.0,81.0
2304,2578,Robert Heinecken,American,Male,1931.0,2006.0,75.0
2306,2581,John Hejduk,American,Male,1929.0,2000.0,71.0
2307,2582,Walter Helbig,German,Male,1878.0,1968.0,90.0
2308,2583,Al Held,American,Male,1928.0,2005.0,77.0
2309,2584,Riva Helfond,American,Female,1910.0,2002.0,92.0
2310,2586,Jean Hélion,French,Male,1904.0,1987.0,83.0
2313,2590,Alexander Henderson,Canadian,Male,1831.0,1913.0,82.0
2315,2593,Fritz Henle,American,Male,1909.0,1993.0,84.0
2317,2595,Florence Henri,Swiss,Female,1893.0,1982.0,89.0
2318,2596,Frederick H. K. Henrion,British,Male,1914.0,1990.0,76.0
2321,2599,William E. Hentschel,American,Male,1892.0,1962.0,70.0
2322,2600,Barbara Hepworth,British,Female,1903.0,1975.0,72.0
2323,2601,Henri (Paul Herrmann) Héran,German,Male,1864.0,1940.0,76.0
2324,2602,Auguste Herbin,French,Male,1882.0,1960.0,78.0
2328,2609,Erik Herløw,Danish,Male,1913.0,1991.0,78.0
2330,2613,Joan Hernández Pijuan,Spanish,Male,1931.0,2005.0,74.0
2333,2616,Jacques Hérold,Romanian,Male,1910.0,1991.0,81.0
2336,2621,Albert Herter,American,Male,1871.0,1950.0,79.0
2337,2623,Eva Hesse,American,Female,1936.0,1970.0,34.0
2339,2625,Raymonde Heudebert,French,Male,1905.0,1991.0,86.0
2343,2629,Antonin Heythum,American,Male,1901.0,1954.0,53.0
2346,2632,Nankoku Hidai,Japanese,Male,1912.0,1999.0,87.0
2351,2637,Dick Higgins,American,Male,1938.0,1998.0,60.0
2357,2645,Hilaire Hiler,American,Male,1898.0,1966.0,68.0
2360,2648,David Octavius Hill,British,Male,1802.0,1870.0,68.0
2361,2649,Vernon Hill,British,Male,1886.0,1971.0,85.0
2363,2651,John Hillers,American,Male,1843.0,1925.0,82.0
2364,2652,Tristram Hillier,British,Male,1905.0,1983.0,78.0
2366,2654,Fannie Hillsmith,American,Female,1911.0,2007.0,96.0
2369,2657,Lewis W. Hine,American,Male,1874.0,1940.0,66.0
2373,2661,Hans Hinterreiter,Swiss,Male,1902.0,1989.0,87.0
2375,2663,Philippe Hiquily,French,Male,1925.0,2013.0,88.0
2376,2664,Key Hiraga,Japanese,Male,1936.0,2000.0,64.0
2377,2665,Un'ichi Hiratsuka,Japanese,Male,1895.0,1997.0,102.0
2378,2667,Joseph Hirsch,American,Male,1910.0,1981.0,71.0
2379,2668,Stefan Hirsch,American,Male,1899.0,1964.0,65.0
2380,2669,Ludwig Hirschfeld-Mack,German,Male,1893.0,1965.0,72.0
2381,2670,Milton Hirschl,American,Male,1917.0,1999.0,82.0
2382,2671,Morris Hirshfield,American,Male,1872.0,1946.0,74.0
2385,2674,Erik Hjorth,Danish,Male,1906.0,1982.0,76.0
2386,2675,Hannah Höch,German,Female,1889.0,1978.0,89.0
2387,2676,Rick McKee Hock,American,Male,1949.0,2015.0,66.0
2388,2677,Antonius Höckelman,German,Male,1937.0,2000.0,63.0
2391,2681,Ferdinand Hodler,Swiss,Male,1853.0,1918.0,65.0
2394,2684,Beth Van Hoesen,American,Female,1926.0,2010.0,84.0
2396,2686,Karl Hofer,German,Male,1878.0,1955.0,77.0
2397,2687,Charles Hoff,American,Male,1905.0,1970.0,65.0
2399,2689,Bernard Hoffman,American,Male,1913.0,1979.0,66.0
2404,2694,Josef Hoffmann,Austrian,Male,1870.0,1956.0,86.0
2405,2695,Alfred Hofkunst,Swiss,Male,1942.0,2004.0,62.0
2406,2696,Rudolf Hoflehner,Austrian,Male,1916.0,1995.0,79.0
2408,2698,Hans Hofmann,American,Male,1880.0,1966.0,86.0
2410,2700,Ludwig Hohlwein,German,Male,1874.0,1949.0,75.0
2413,2705,Hans Hollein,Austrian,Male,1934.0,2014.0,80.0
2417,2709,Frank Graham Holmes,American,Male,1878.0,1954.0,76.0
2421,2713,Carl Holty,American,Male,1900.0,1973.0,73.0
2423,2715,Friedl Holzer-Kjellberg,Finnish,Male,1905.0,1993.0,88.0
2425,2717,Lorenzo Homar,American,Male,1913.0,2004.0,91.0
2426,2719,Gottfried Honegger,Swiss,Male,1917.0,2016.0,99.0
2427,2720,Göran Hongell,Finnish,Male,1902.0,1973.0,71.0
2429,2722,Dorothy Hood,American,Female,1918.0,2000.0,82.0
2431,2724,Saara Hopea,Finnish,Female,1925.0,1984.0,59.0
2432,2725,Charles Hopkinson,American,Male,1869.0,1962.0,93.0
2433,2726,Edward Hopper,American,Male,1882.0,1967.0,85.0
2436,2730,Nathan George Horwitt,American,Male,1898.0,1990.0,92.0
2437,2732,Philippe Hosiasson,French,Male,1898.0,1978.0,80.0
2445,2740,Eloise Howard,American,Female,1889.0,1985.0,96.0
2447,2742,John Hoyland,British,Male,1934.0,2011.0,77.0
2449,2744,Hermann Huber,Swiss,Male,1888.0,1967.0,79.0
2450,2745,Max Huber,Italian,Male,1919.0,1992.0,73.0
2451,2746,Patriz Hüber,German,Male,1878.0,1902.0,24.0
2454,2749,Douglas Huebler,American,Male,1924.0,1997.0,73.0
2458,2755,Georges Hugnet,French,Male,1906.0,1974.0,68.0
2459,2756,Ian (Hugh Guiler) Hugo,American,Male,1898.0,1985.0,87.0
2460,2757,Jean Hugo,French,Male,1894.0,1984.0,90.0
2461,2758,Valentine Hugo,French,Female,1890.0,1968.0,78.0
2464,2761,John Hultberg,American,Male,1922.0,2005.0,83.0
2466,2765,Ralph Humphrey,American,Male,1932.0,1990.0,58.0
2467,2766,Hundertwasser (Friedrich Stowasser),Austrian,Male,1928.0,2000.0,72.0
2469,2768,"Edward C. (""Pa"") Hunt",American,Male,1870.0,1934.0,64.0
2474,2773,Dudley Huppler,American,Male,1917.0,1988.0,71.0
2475,2774,Frank Hurley,Australian,Male,1885.0,1962.0,77.0
2478,2777,Gene Hurwitt,American,Male,1906.0,1988.0,82.0
2480,2779,Dalla Husband,Canadian,Female,1899.0,1945.0,46.0
2482,2781,Vilmos Huszár,Dutch,Male,1884.0,1960.0,76.0
2485,2785,Garth Huxtable,American,Male,1911.0,1989.0,78.0
2490,2791,Henri-Gabriel Ibels,French,Male,1867.0,1936.0,69.0
2494,2795,Shoichi Ida,Japanese,Male,1941.0,2006.0,65.0
2500,2801,Masuo Ikeda,Japanese,Male,1934.0,1997.0,63.0
2502,2804,Hisae Imai,Japanese,Female,1931.0,2009.0,78.0
2503,2805,Toshimitsu Imai,Japanese,Male,1928.0,2002.0,74.0
2505,2807,Jörg Immendorff,German,Male,1945.0,2007.0,62.0
2507,2810,Inagaki Tomoo,Japanese,Male,1902.0,1980.0,78.0
2513,2816,Genichiro Inokuma,Japanese,Male,1902.0,1993.0,91.0
2514,2817,Will Insley,American,Male,1929.0,2011.0,82.0
2515,2820,Eugène Ionesco,French,Male,1909.0,1994.0,85.0
2516,2821,Jean Ipoustéguy,French,Male,1920.0,2006.0,86.0
2517,2822,Angelo Ippolito,American,Male,1922.0,2001.0,79.0
2521,2826,Marcos Irizarry,American,Male,1936.0,1995.0,59.0
2525,2831,Eric Isenburger,American,Male,1902.0,1994.0,92.0
2528,2834,Yasuhiro Ishimoto,Japanese,Male,1921.0,2012.0,91.0
2529,2835,Eiko Ishioka,Japanese,Female,1938.0,2012.0,74.0
2532,2838,Marvin Israel,American,Male,1924.0,1984.0,60.0
2534,2840,Jozef Israels,Dutch,Male,1824.0,1911.0,87.0
2537,2843,Johannes Itten,Swiss,Male,1888.0,1967.0,79.0
2539,2845,Olja Ivanjicki,Yugoslav,Female,1931.0,2009.0,78.0
2546,2852,Iyola,Canadian Inuit,Male,1933.0,2000.0,67.0
2547,2853,Izis,French,Male,1911.0,1980.0,69.0
2548,2854,Shigeru Izumi,Japanese,Male,1922.0,1995.0,73.0
2550,2856,Joseph Jachna,American,Male,1935.0,2016.0,81.0
2555,2861,Martin Jackson,American,Male,1919.0,1986.0,67.0
2557,2863,William Henry Jackson,American,Male,1843.0,1942.0,99.0
2559,2865,Max Jacob,French,Male,1876.0,1944.0,68.0
2560,2866,Walter Jacob,German,Male,1893.0,1964.0,71.0
2562,2868,Lotte Jacobi,American,Female,1896.0,1990.0,94.0
2563,2869,Arne Jacobsen,Danish,Male,1902.0,1971.0,69.0
2567,2874,Alain Jacquet,French,Male,1939.0,2008.0,69.0
2569,2876,Willy Jaeckel,German,Male,1888.0,1944.0,56.0
2571,2878,N. Jay Jaffee,American,Male,1921.0,1999.0,78.0
2572,2879,Shirley Jaffe,American,Female,1923.0,2016.0,93.0
2574,2881,Marcel Janco,Israeli,Male,1895.0,1984.0,89.0
2575,2882,Sidney Janis,American,Male,1896.0,1989.0,93.0
2579,2886,Franz Maria Jansen,German,Male,1885.0,1958.0,73.0
2580,2887,Horst Janssen,German,Male,1929.0,1995.0,66.0
2581,2888,Richard Janthur,German,Male,1883.0,1956.0,73.0
2586,2893,Alfred Jarry,French,Male,1873.0,1907.0,34.0
2589,2896,Alexei Jawlensky,Russian,Male,1864.0,1941.0,77.0
2590,2898,Marcel Jean,French,Male,1900.0,1993.0,93.0
2591,2899,Pierre Jeanneret,Swiss,Male,1896.0,1967.0,71.0
2594,2902,Paul Jenkins,American,Male,1923.0,2012.0,89.0
2595,2903,Thomas Jenkins,American,Male,1953.0,2008.0,55.0
2598,2906,Alfred Jensen,American,Male,1903.0,1981.0,78.0
2600,2909,Jacob Jensen,Danish,Male,1926.0,2015.0,89.0
2601,2911,Floris Jespers,Belgian,Male,1889.0,1965.0,76.0
2602,2912,Oscar Jespers,Belgian,Male,1887.0,1970.0,83.0
2603,2913,Jess,American,Male,1923.0,2004.0,81.0
2604,2914,Luis Jimenez,American,Male,1940.0,2006.0,66.0
2605,2915,Max Jiménez,Costa Rican,Male,1908.0,1949.0,41.0
2606,2916,Edith Jimenez,Paraguayan,Female,1918.0,2004.0,86.0
2609,2920,Augustus John,British,Male,1878.0,1961.0,83.0
2610,2921,Gwen John,British,Female,1876.0,1939.0,63.0
2611,2922,Jiri John,Czech,Male,1923.0,1972.0,49.0
2613,2924,Clifton Johnson,American,Male,1865.0,1940.0,75.0
2615,2926,Lester F. Johnson,American,Male,1919.0,2010.0,91.0
2616,2927,Philip Johnson,American,Male,1906.0,2005.0,99.0
2617,2928,Ray Johnson,American,Male,1927.0,1995.0,68.0
2623,2934,Joe Jones,American,Male,1934.0,1993.0,59.0
2624,2935,John Paul Jones,American,Male,1924.0,1999.0,75.0
2625,2936,Pirkle Jones,American,Male,1914.0,2009.0,95.0
2626,2937,Robert Edmond Jones,American,Male,1887.0,1954.0,67.0
2628,2939,Raymond Jonson,American,Male,1891.0,1982.0,91.0
2629,2940,Sven Jonson,Swedish,Male,1902.0,1981.0,79.0
