,Artist ID,Name,Nationality,Gender,Birth Year,Death Year,age
8675,17416,Shirley C. Burden,American,Male,1908.0,1989.0,81.0
8679,17572,Rolf Petersen,German,Male,1900.0,1990.0,90.0
8680,17697,Wayne Miller,American,Male,1918.0,2013.0,95.0
8682,17910,Jerome Robbins,American,Male,1918.0,1998.0,80.0
8685,17993,Robert Flaherty,American,Male,1884.0,1951.0,67.0
8688,18151,"Robert F. Sheehan, 3rd",American,Male,1922.0,1969.0,47.0
8689,18214,Earle Brown,American,Male,1926.0,2002.0,76.0
8690,18341,Charlie Chaplin,British,Male,1889.0,1977.0,88.0
8693,18514,Alfred Hitchcock,British,Male,1899.0,1980.0,81.0
8694,18539,Hannah Wilke,American,Female,1940.0,1993.0,53.0
8700,18701,Arthur Köpcke,German,Male,1928.0,1977.0,49.0
8704,18963,John Wilson,American,Male,1922.0,2015.0,93.0
8732,20080,Robert Blackburn,American,Male,1921.0,2003.0,82.0
8733,20354,Alfredo Boulton,Venezuelan,Male,1908.0,1995.0,87.0
8739,20749,Paul E. Hultberg,American,Male,1922.0,2005.0,83.0
8751,21398,George Maciunas,American,Male,1931.0,1978.0,47.0
8756,21940,Kazuo Nakamura,Canadian,Male,1926.0,2002.0,76.0
8760,22481,Manfredo Massironi,Italian,Male,1937.0,2011.0,74.0
8798,22579,Jens Risom,American,Male,1916.0,2016.0,100.0
8815,22596,Maarten Van Severen,Belgian,Male,1956.0,2005.0,49.0
8822,22621,Emil Roth,Swiss,Male,1896.0,1980.0,84.0
8852,22737,Dan Asher,American,Male,1947.0,2010.0,63.0
8881,22800,Hermann Finsterlin,German,Male,1887.0,1973.0,86.0
8906,22870,Laure Albin-Guillot,French,Female,1878.0,1962.0,84.0
8913,22891,Lucio Costa,Brazilian,Male,1902.0,1998.0,96.0
8915,22893,Jorge Machado Moreira,Brazilian,Male,1904.0,1992.0,88.0
8916,22894,Affonso Eduardo Reidy,Brazilian,Male,1909.0,1964.0,55.0
8919,22898,John Dinkeloo,American,Male,1918.0,1981.0,63.0
8923,22934,Mark Mills,American,Male,1939.0,2010.0,71.0
8926,22938,Jørn Utzon,Danish,Male,1918.0,2008.0,90.0
8928,22941,Acharya Vyakul,Indian,Male,1930.0,2000.0,70.0
8931,22953,George Krikorian,American,Male,1914.0,1977.0,63.0
8932,22955,David Walter Beck,American,Male,1915.0,2001.0,86.0
8941,22980,Mark Lombardi,American,Male,1951.0,2000.0,49.0
8942,22982,Eugen Kirchner,German,Male,1865.0,1938.0,73.0
8944,22989,William H. Johnson,American,Male,1901.0,1970.0,69.0
8953,23028,Tibor Kalman,American,Male,1949.0,1999.0,50.0
8964,23055,Carl Hugo Pott,German,Male,1906.0,1985.0,79.0
9010,23362,Alfred Willimann,Swiss,Male,1900.0,1957.0,57.0
9018,23377,Lev Zak,Russian,Male,1892.0,1980.0,88.0
9029,23413,Aristarkh Lentulov,Russian,Male,1882.0,1943.0,61.0
9032,23418,Richard Lulo,American,Male,1971.0,1988.0,17.0
9035,23421,Christina Ramberg,American,Female,1946.0,1995.0,49.0
9036,23426,Elsa Fischer-Treyden,German,Female,1901.0,1995.0,94.0
9037,23427,Margret Hildebrand,German,Female,1917.0,1998.0,81.0
9039,23439,Lev Bruni,Russian,Male,1894.0,1947.0,53.0
9064,23522,Mane-Katz,Ukrainian,Male,1894.0,1962.0,68.0
9068,23528,Lado Gudiashvili,Georgian,Male,1896.0,1980.0,84.0
9105,23706,Il'ia Chashnik,Russian,Male,1902.0,1929.0,27.0
9133,23811,Aleksei Kravchenko,Russian,Male,1889.0,1940.0,51.0
9151,23881,Viola Gråsten,Swedish,Female,1910.0,1994.0,84.0
9155,23893,Ignatii Nivinskii,Russian,Male,1881.0,1933.0,52.0
9162,23922,Samuil Adlivankin,Russian,Male,1897.0,1966.0,69.0
9164,23931,B. Efimov,Russian,Male,1900.0,2008.0,108.0
9167,23943,Ruvim Mazel,Russian,Male,1890.0,1964.0,74.0
9172,23956,Nikolai Sokolov,Russian,Male,1903.0,2000.0,97.0
9173,23962,John Shaw Smith,Irish,Male,1811.0,1873.0,62.0
9178,23990,Evgenii Belukha,Russian,Male,1889.0,1943.0,54.0
9234,24165,Dmitrii Stakhievich Moor,Russian,Male,1883.0,1946.0,63.0
9235,24168,Ottomar Anschütz,German,Male,1846.0,1907.0,61.0
9272,24316,Viktor Nikolaevich Deni,Russian,Male,1893.0,1946.0,53.0
9275,24341,Ivan Leonidov,Russian,Male,1902.0,1959.0,57.0
9284,24376,Marianne Breslauer,German,Female,1909.0,2001.0,92.0
9293,24394,Aurel Bauh,French,Male,1900.0,1964.0,64.0
9295,24396,Lotte (Charlotte) Beese,German,Female,1903.0,1988.0,85.0
9298,24413,Karl Blossfeldt,German,Male,1865.0,1932.0,67.0
9299,24414,Théo Blanc,French,Male,1891.0,1985.0,94.0
9302,24427,Edmund Collein,German,Male,1906.0,1992.0,86.0
9303,24428,Heinz Loew,German,Male,1903.0,1981.0,78.0
9304,24429,Erich Comeriner,German,Male,1907.0,1978.0,71.0
9305,24430,Marjorie Content,American,Female,1895.0,1984.0,89.0
9306,24431,Horacio Coppola,Argentine,Male,1906.0,2012.0,106.0
9310,24450,Semyon Fridlyand,Russian,Male,1905.0,1964.0,59.0
9311,24451,Alexander Hackenschmied,American,Male,1907.0,2004.0,97.0
9314,24455,Jaroslava Hatláková,Czech,Female,1904.0,1989.0,85.0
9316,24457,Irene Hoffmann,German,Female,1903.0,1971.0,68.0
9319,24462,Peter A. Juley,American,Male,1862.0,1937.0,75.0
9320,24463,Roman Karmen,Russian,Male,1906.0,1978.0,72.0
9321,24465,István Kerny,Hungarian,Male,1879.0,1963.0,84.0
9323,24468,Edmund Kesting,German,Male,1892.0,1970.0,78.0
9325,24470,Imre Kinszki,Hungarian,Male,1901.0,1945.0,44.0
9328,24474,Fred Korth,American,Male,1902.0,1983.0,81.0
9329,24477,Jiří Lehovec,Czech,Male,1909.0,1995.0,86.0
9335,24490,Otto Lindig,German,Male,1895.0,1966.0,71.0
9336,24495,Eli Lotar,French,Male,1905.0,1969.0,64.0
9337,24500,Felix H. Man,British,Male,1893.0,1985.0,92.0
9338,24502,Ber Blank,Russian,Male,1897.0,1957.0,60.0
9341,24505,Werner Mantz,German,Male,1901.0,1983.0,82.0
9344,24511,Hannes Meyer,Swiss,Male,1889.0,1954.0,65.0
9345,24512,Avenir Chernomordik,Russian,Male,1897.0,1991.0,94.0
9348,24515,Lee Miller,American,Male,1907.0,1977.0,70.0
9351,24529,Jean Moral,French,Male,1906.0,1999.0,93.0
9353,24533,Oskar Nerlinger,German,Male,1893.0,1969.0,76.0
9354,24535,Gyula Pap,Hungarian,Male,1899.0,1983.0,84.0
9355,24538,József Pécsi,Hungarian,Male,1889.0,1956.0,67.0
9356,24540,Robert Petschow,German,Male,1888.0,1945.0,57.0
9359,24551,Edward W. Quigley,American,Male,1898.0,1977.0,79.0
9360,24552,Leni Riefenstahl,German,Female,1902.0,2003.0,101.0
9362,24555,Frieda Gertrud Riess,German,Female,1890.0,1957.0,67.0
9366,24570,Albert Rudomine,French,Male,1892.0,1975.0,83.0
9368,24573,Sasha Stone,American,Male,1895.0,1940.0,45.0
9369,24574,Stefan Themerson,American,Male,1910.0,1988.0,78.0
9370,24575,Dziga Vertov,Russian,Male,1895.0,1954.0,59.0
9371,24576,František Vobecký,Czech,Male,1902.0,1991.0,89.0
9372,24577,Wanda Wulz,Italian,Female,1903.0,1984.0,81.0
9373,24578,Iwao Yamawaki,Japanese,Male,1898.0,1987.0,89.0
9374,24579,Yva (Else Simon),German,Female,1900.0,1942.0,42.0
9375,24580,Willy Zielke,German,Male,1902.0,1989.0,87.0
9376,24581,Gertrud Arndt,German,Female,1903.0,2000.0,97.0
9377,24582,Irene Bayer-Hecht,American,Female,1898.0,1991.0,93.0
9379,24584,Gertrude LeRoy Brown,American,Female,1870.0,1934.0,64.0
9380,24585,Clarence Sinclair Bull,American,Male,1896.0,1979.0,83.0
9381,24586,Alma Siedhoff-Buscher,German,Female,1899.0,1944.0,45.0
9382,24588,Lore Feininger,German,Female,1901.0,1991.0,90.0
9383,24589,Hans Finsler,Swiss,Male,1891.0,1972.0,81.0
9384,24590,Karl Grill,Austrian,Male,1889.0,1966.0,77.0
9385,24591,Johan Hagemeyer,American,Male,1884.0,1962.0,78.0
9386,24592,Paul Edmund Hahn,German,Male,1897.0,1960.0,63.0
9387,24593,John P. Heins,American,Male,1896.0,1969.0,73.0
9389,24595,Bernard Shea Horne,American,Male,1867.0,1933.0,66.0
9390,24597,"Walter R. Latimer, Sr.",American,Male,1880.0,1924.0,44.0
9392,24599,Lotte Reiniger,German,Female,1899.0,1981.0,82.0
9393,24600,Willi Ruge,German,Male,1882.0,1961.0,79.0
9394,24601,Kate Steinitz,American,Female,1889.0,1975.0,86.0
9395,24602,Andreas Walser,Swiss,Male,1908.0,1930.0,22.0
9396,24605,Georgii Zimin,Russian,Male,1900.0,1985.0,85.0
9397,24609,Antoine Demilly,French,Male,1892.0,1964.0,72.0
9398,24610,Jean Painlevé,French,Male,1902.0,1989.0,87.0
9417,24657,Adolf Meyer,German,Male,1881.0,1929.0,48.0
9420,24671,Fritz Landwehr,German,Male,1897.0,1966.0,69.0
9438,24864,Ferdinand Porsche,German,Male,1875.0,1951.0,76.0
9441,24877,Charles Corte,American,Male,1913.0,1961.0,48.0
9446,25038,Porfiry Krylov,Russian,Male,1902.0,1990.0,88.0
9449,25103,Jutta Sika,Austrian,Female,1877.0,1964.0,87.0
9451,25138,Philip Webb,British,Male,1831.0,1915.0,84.0
9466,25478,Theodor Paul Etbauer,German,Male,1892.0,1975.0,83.0
9476,25615,Mackay Hugh Baillie Scott,British,Male,1865.0,1945.0,80.0
9481,25860,Sergius Ruegenberg,German,Male,1903.0,1996.0,93.0
9482,25956,Enrique Montenegro,American,Male,1917.0,2003.0,86.0
9494,26088,Harry Lachman,American,Male,1886.0,1975.0,89.0
9502,26123,Paul Bonatz,German,Male,1877.0,1956.0,79.0
9503,26124,Friedrich Eugen Scholer,German,Male,1874.0,1949.0,75.0
9505,26126,Konstanty Gutschow,German,Male,1902.0,1978.0,76.0
9506,26128,Adolf Gustav Friedrich Schneck,German,Male,1883.0,1971.0,88.0
9507,26129,Adolf Abel,German,Male,1882.0,1968.0,86.0
9508,26130,Alfred Fischer,German,Male,1881.0,1950.0,69.0
9509,26131,Richard Döcker,German,Male,1894.0,1968.0,74.0
9512,26134,Ernst Stahl,German,Male,1882.0,1957.0,75.0
9524,26166,Carl Auböck,Austrian,Male,1900.0,1957.0,57.0
9539,26273,Jules Séeberger (Séeberger Freres),French,Male,1872.0,1932.0,60.0
9540,26275,J. J. Pieter Oud,Dutch,Male,1890.0,1963.0,73.0
9544,26299,Lebbeus Woods,American,Male,1940.0,2012.0,72.0
9546,26342,Michael Kalil,American,Male,1943.0,1991.0,48.0
9556,26376,Philip Vincent,British,Male,1908.0,1982.0,74.0
9557,26377,Phil Irving,Australian,Male,1903.0,1992.0,89.0
9559,26380,Alex Moulton,British,Male,1920.0,2012.0,92.0
9583,26498,David Wark Griffith,American,Male,1874.0,1948.0,74.0
9588,26521,Louis Séeberger (Séeberger Frères),French,Male,1874.0,1946.0,72.0
9589,26522,Henri Séeberger (Séeberger Frères),French,Male,1876.0,1956.0,80.0
9597,26555,Malick Sidibé,Malian,Male,1936.0,2016.0,80.0
9600,26597,Bodo Rasch,German,Male,1903.0,1995.0,92.0
9603,26608,Stan Brakhage,American,Male,1933.0,2003.0,70.0
9604,26612,Walt Disney,American,Male,1901.0,1966.0,65.0
9606,26614,Rainer Werner Fassbinder,German,Male,1945.0,1982.0,37.0
9610,26625,Federico Fellini,Italian,Male,1920.0,1993.0,73.0
9612,26627,John Ford,American,Male,1894.0,1973.0,79.0
9615,26650,Charles Currey,British,Male,1890.0,1973.0,83.0
9616,26651,Stanley Kubrick,American,Male,1928.0,1999.0,71.0
9617,26652,Louis Lumière,French,Male,1864.0,1948.0,84.0
9619,26654,Vincente Minnelli,American,Male,1903.0,1986.0,83.0
9620,26655,F.W. Murnau,German,Male,1888.0,1931.0,43.0
9621,26657,Jean Renoir,French,Male,1894.0,1979.0,85.0
9623,26660,George Stevens,American,Male,1904.0,1975.0,71.0
9625,26662,Orson Welles,American,Male,1915.0,1985.0,70.0
9629,26683,Joseph E. Yoakum,American,Male,1890.0,1972.0,82.0
9634,26719,Erich von Stroheim,French,Male,1885.0,1957.0,72.0
9637,26739,Julio Plaza,Brazilian,Male,1938.0,2003.0,65.0
9642,26805,Franco Annoni,Swiss,Male,1924.0,1992.0,68.0
9647,26821,Corradino D'Ascanio,Italian,Male,1891.0,1981.0,90.0
9659,26871,Lars Tunbjörk,Swedish,Male,1956.0,2015.0,59.0
9662,26900,Josef von Sternberg,Austrian,Male,1894.0,1969.0,75.0
9669,26958,Earle Dickson,American,Male,1891.0,1936.0,45.0
9674,26967,William Painter,American,Male,1838.0,1906.0,68.0
9675,26969,Marc A. Chavannes,Swiss,Male,1896.0,1994.0,98.0
9676,26970,Alfred W. Fielding,American,Male,1917.0,1994.0,77.0
9679,26977,Enric Bernat i Fontlladosa,Spanish,Male,1923.0,2003.0,80.0
9683,26983,Otto Wichterle,Czech,Male,1913.0,1998.0,85.0
9689,26996,Warren Franscioni,American,Male,1917.0,1974.0,57.0
9698,27018,Forrest Mars,American,Male,1904.0,1999.0,95.0
9708,27032,Edwin Moore,American,Male,1878.0,1916.0,38.0
9712,27037,Walter Hunt,American,Male,1795.0,1859.0,64.0
9714,27040,Richard James,American,Male,1914.0,1975.0,61.0
9715,27041,Betty James,American,Female,1918.0,2008.0,90.0
9717,27049,Ruben Rausing,Swedish,Male,1895.0,1983.0,88.0
9718,27050,Erik Wallenberg,Swedish,Male,1915.0,1999.0,84.0
9725,27127,Beatrice Wood,American,Female,1893.0,1998.0,105.0
9726,27139,Heinrich Hoerle,German,Male,1896.0,1936.0,40.0
9732,27154,Anne Chu,American,Female,1959.0,2016.0,57.0
9753,27197,Adolf Rambold,German,Male,1900.0,1996.0,96.0
9769,27315,William Bradford,American,Male,1823.0,1892.0,69.0
9770,27325,Hans Watzek,Austrian,Male,1848.0,1903.0,55.0
9771,27326,Hugo Henneberg,Austrian,Male,1863.0,1918.0,55.0
9772,27331,Johan Niegeman,Dutch,Male,1902.0,1977.0,75.0
9773,27343,René Clair,French,Male,1898.0,1981.0,83.0
9778,27411,Paul Bruno,German,Male,1874.0,1968.0,94.0
9779,27420,Pierre Henri Puiseux,French,Male,1855.0,1928.0,73.0
9787,27445,Lygia Clark,Brazilian,Female,1920.0,1988.0,68.0
9788,27446,Gyula Kosice (Fernando Fallik),Argentine,Male,1924.0,2016.0,92.0
9789,27447,Armando Reverón,Venezuelan,Male,1889.0,1954.0,65.0
9791,27461,Alfredo Barbini,Italian,Male,1912.0,2007.0,95.0
9798,27469,Christian Sander,Austrian,Male,1788.0,1874.0,86.0
9806,27492,Valentina Kulagina,Russian,Female,1902.0,1987.0,85.0
9871,27819,Robert Demachy,French,Male,1859.0,1936.0,77.0
9878,27857,Gray Foy,American,Male,1922.0,2012.0,90.0
9902,27989,Alfredo Volpi,Brazilian,Male,1896.0,1988.0,92.0
9921,28076,Vernon Pascoe,New Zealander,Male,1942.0,1999.0,57.0
9942,28150,Enric Miralles,Spanish,Male,1955.0,2000.0,45.0
9951,28198,Robert Hodgins,South African,Male,1920.0,2010.0,90.0
9953,28202,Dan Rakgoathe,South African,Male,1937.0,2004.0,67.0
9959,28214,Jacques Sicard,French,Male,1865.0,1923.0,58.0
9967,28229,Naúl Ojeda,American,Male,1939.0,2002.0,63.0
10004,28410,Geraldo de Barros,Brazilian,Male,1923.0,1998.0,75.0
10050,28560,Julie Becker,American,Female,1972.0,2016.0,44.0
10056,28566,Pearl Blauvelt,American,Female,1893.0,1987.0,94.0
10067,28578,Fritz Bultman,American,Male,1919.0,1985.0,66.0
10070,28581,Peter Cain,American,Male,1959.0,1997.0,38.0
10089,28600,Henry Darger,American,Male,1892.0,1973.0,81.0
10090,28601,Ele D'Artagnan (Michele Lombardi-Toscanini),Italian,Male,1911.0,1987.0,76.0
10091,28602,Jaime Davidovich,American,Male,1936.0,2016.0,80.0
10093,28604,Peter Dean,American,Male,1939.0,1993.0,54.0
10113,28624,Sideo Fromboluti,American,Male,1920.0,2014.0,94.0
10116,28627,Ingeborg Gabriel,German,Female,1951.0,1996.0,45.0
10125,28636,Bruno Gironcoli,Austrian,Male,1936.0,2010.0,74.0
10154,28667,Shelby Hughes,American,Female,1981.0,2014.0,33.0
10165,28678,Raoul De Keyser,Belgian,Male,1930.0,2012.0,82.0
10189,28703,Ján Mančuška,Czech,Male,1972.0,2011.0,39.0
10231,28748,Gina Pane,French,Female,1939.0,1990.0,51.0
10246,28764,Jane Piper,American,Female,1916.0,1991.0,75.0
10271,28793,Jörg Schlick,Austrian,Male,1951.0,2005.0,54.0
10309,28835,Tom of Finland,Finnish,Male,1920.0,1991.0,71.0
10348,28875,Chris Marker,French,Male,1921.0,2012.0,91.0
10356,28889,Charles Dudley Arnold,Canadian,Male,1844.0,1927.0,83.0
10411,29160,Arturo Bragaglia,Italian,Male,1893.0,1962.0,69.0
10422,29233,Al Heenan,American,Male,1909.0,1997.0,88.0
10437,29379,Joe Ranft,American,Male,1960.0,2005.0,45.0
10504,29645,Misti (Ferdinand Miflienz),French,Male,1865.0,1923.0,58.0
10517,29706,Luis M. Mansilla,Spanish,Male,1959.0,2012.0,53.0
10540,29857,Michel Majerus,German,Male,1967.0,2002.0,35.0
10544,29876,Coosje van Bruggen,American,Female,1942.0,2009.0,67.0
10573,30164,Dr. Emil Mayer,Austrian,Male,1871.0,1938.0,67.0
10575,30172,Charles Winter,French,Male,1821.0,1904.0,83.0
10588,30279,Sérgio Camargo,Brazilian,Male,1930.0,1990.0,60.0
10592,30316,Sybil Andrews,British,Female,1898.0,1992.0,94.0
10594,30424,Bob Kane,American,Male,1916.0,1998.0,82.0
10595,30437,Julije Knifer,Yugoslav,Male,1924.0,2004.0,80.0
10601,30493,Wilson A. Bentley,American,Male,1865.0,1931.0,66.0
10612,30644,Al Hansen,American,Male,1927.0,1995.0,68.0
10630,30751,Patrick Jolley,Irish,Male,1965.0,2012.0,47.0
10634,30844,Arthur Segal,Romanian,Male,1875.0,1944.0,69.0
10635,30845,Fred W. McDarrah,American,Male,1926.0,2007.0,81.0
10637,30848,Hüseyin Bahri Alptekin,Turkish,Male,1957.0,2007.0,50.0
10666,30880,Georg Chaimowicz,Austrian,Male,1929.0,2003.0,74.0
10691,30905,Harun Farocki,German,Male,1944.0,2014.0,70.0
10710,30927,Fritz Grohs,Austrian,Male,1955.0,2000.0,45.0
10734,30952,Birgit Jürgenssen,Austrian,Female,1949.0,2003.0,54.0
10776,30996,Otto Mühl,Austrian,Male,1925.0,2013.0,88.0
10797,31019,Jeroen de Rijke,Dutch,Male,1970.0,2006.0,36.0
10802,31024,Viktor Rogy,Austrian,Male,1924.0,2004.0,80.0
10816,31040,Allan Sekula,American,Male,1951.0,2013.0,62.0
10862,31258,Luis Buñuel,Spanish,Male,1900.0,1983.0,83.0
10866,31262,Mauritz Stiller,Finnish,Male,1883.0,1928.0,45.0
10867,31263,David Maysles,American,Male,1931.0,1987.0,56.0
10884,31301,Pierre Bourdieu,French,Male,1930.0,2002.0,72.0
10890,31307,Harald Szeemann,Swiss,Male,1933.0,2005.0,72.0
10891,31308,Aloys Zötl,German,Male,1803.0,1897.0,94.0
10906,31325,Christoph Schlingensief,German,Male,1960.0,2010.0,50.0
10921,31341,Stano Filko,Slovak,Male,1937.0,2015.0,78.0
10922,31342,Julius Koller,Slovak,Male,1939.0,2007.0,68.0
10957,31377,Jean Baudrillard,French,Male,1929.0,2007.0,78.0
10960,31380,Gilles Deleuze,French,Male,1925.0,1995.0,70.0
10967,31421,Marcel Bovis,French,Male,1904.0,1997.0,93.0
10973,31449,John Sennhauser,American,Male,1907.0,1978.0,71.0
10977,31461,Ardegno Soffici,Italian,Male,1879.0,1964.0,85.0
10979,31541,Ben Maddow,American,Male,1909.0,1992.0,83.0
10980,31555,Jed Johnson,American,Male,1948.0,1996.0,48.0
10991,31672,Michel Parmentier,French,Male,1938.0,2000.0,62.0
10992,31673,André Cadere,Romanian,Male,1934.0,1978.0,44.0
11004,31784,Nasreen Mohamedi,Indian,Female,1937.0,1990.0,53.0
11005,31875,Allan Dwan,Canadian,Male,1885.0,1982.0,97.0
11006,31876,Eddie Dillon,American,Male,1879.0,1933.0,54.0
11008,31880,Mack Sennett,American,Male,1880.0,1960.0,80.0
11009,31881,Charles H. France,American,Male,1870.0,1940.0,70.0
11010,31884,Charles J. Brabin,American,Male,1883.0,1957.0,74.0
11011,31887,Frederick Thomson,American,Male,1869.0,1925.0,56.0
11012,31889,George L. Tucker,American,Male,1872.0,1921.0,49.0
11014,31892,Kenean Buel,American,Male,1873.0,1948.0,75.0
11017,31901,Oscar Eagle,American,Male,1861.0,1930.0,69.0
11018,31904,Edward Warren,American,Male,1857.0,1930.0,73.0
11019,31906,John Harvey,American,Male,1881.0,1954.0,73.0
11020,31908,Theodore Marston,American,Male,1868.0,1920.0,52.0
11023,31919,Lorimer Johnston,American,Male,1858.0,1941.0,83.0
11024,31922,Dave Aylott,British,Male,1885.0,1969.0,84.0
11030,32032,Victor Grippo,Argentine,Male,1936.0,2002.0,66.0
11031,32041,Robert Altman,American,Male,1925.0,2006.0,81.0
11033,32059,Max Miedinger,Swiss,Male,1910.0,1980.0,70.0
11038,32087,Scottie Wilson,Scottish,Male,1889.0,1972.0,83.0
11047,32115,John Muafangejo,Namibian,Male,1943.0,1987.0,44.0
11054,32172,Harry d'Abbadie d'Arrast,Argentine,Male,1897.0,1968.0,71.0
11061,32185,Reginald Barker,Canadian,Male,1886.0,1945.0,59.0
11062,32186,Herbert J. Biberman,American,Male,1900.0,1971.0,71.0
11064,32188,G. W. Bitzer,American,Male,1872.0,1944.0,72.0
11068,32192,Frank Borzage,American,Male,1893.0,1962.0,69.0
11070,32194,James Broughton,American,Male,1913.0,1999.0,86.0
11071,32195,Karl Brown,American,Male,1896.0,1990.0,94.0
11072,32196,Stephen R. Johnson,American,Male,1952.0,2015.0,63.0
11073,32198,Frank Capra,American,Male,1897.0,1991.0,94.0
11075,32202,Shirley Clarke,American,Female,1919.0,1997.0,78.0
11076,32203,Joseph Chaiken,American,Male,1935.0,2003.0,68.0
11083,32214,John Cromwell,American,Male,1887.0,1979.0,92.0
11084,32215,Alan Crosland,American,Male,1894.0,1936.0,42.0
11086,32217,George Cukor,American,Male,1899.0,1983.0,84.0
11087,32218,Michael Curtiz,Hungarian,Male,1886.0,1962.0,76.0
11088,32219,William Keighley,American,Male,1889.0,1984.0,95.0
11089,32221,Jules Dassin,American,Male,1911.0,2008.0,97.0
11091,32224,W. K. L. Dickson,French,Male,1860.0,1935.0,75.0
11092,32226,William Dieterle,German,Male,1893.0,1972.0,79.0
11094,32230,Alexander Dovzhenko,Ukrainian,Male,1894.0,1956.0,62.0
11095,32231,Carl Theodor Dreyer,Danish,Male,1889.0,1968.0,79.0
11096,32232,Roberto Gabetti,Italian,Male,1925.0,2000.0,75.0
11099,32236,Ed Emshwiller,American,Male,1925.0,1990.0,65.0
11100,32240,Dave Fleischer,American,Male,1894.0,1979.0,85.0
11101,32241,Victor Fleming,American,Male,1889.0,1949.0,60.0
11103,32245,Hermine Freed,American,Female,1940.0,1998.0,58.0
11108,32255,Bill Gunn,American,Male,1934.0,1989.0,55.0
11109,32256,William S. Hart,American,Male,1864.0,1946.0,82.0
11110,32259,Howard Hawks,American,Male,1896.0,1977.0,81.0
11112,32269,Jerome Hill,American,Male,1905.0,1972.0,67.0
11113,32272,Faith Hubley,American,Female,1924.0,2001.0,77.0
11114,32273,John Huston,American,Male,1906.0,1987.0,81.0
11115,32278,Joris Ivens,Dutch,Male,1898.0,1989.0,91.0
11119,32282,Leopold Jessner,German,Male,1878.0,1945.0,67.0
11123,32288,Buster Keaton,American,Male,1895.0,1966.0,71.0
11124,32290,Clyde Bruckman,American,Male,1894.0,1955.0,61.0
11125,32292,Krzysztof Kiéslowski,Polish,Male,1941.0,1996.0,55.0
11126,32296,Herbert Kline,American,Male,1909.0,1999.0,90.0
11128,32299,Fritz Lang,Austrian,Male,1890.0,1976.0,86.0
11129,32303,Charles Le Bargy,French,Male,1858.0,1936.0,78.0
11130,32304,André Calmettes,French,Male,1861.0,1942.0,81.0
11133,32311,Ernst Lubitsch,American,Male,1892.0,1947.0,55.0
11137,32315,Donald Mackenzie,Scottish,Male,1879.0,1972.0,93.0
11138,32316,Louis Gasnier,French,Male,1875.0,1963.0,88.0
11139,32317,Sidney Meyers,American,Male,1906.0,1969.0,63.0
11141,32321,Joseph L. Mankiewicz,American,Male,1909.0,1993.0,84.0
11143,32325,Norman McLaren,Scottish,Male,1914.0,1987.0,73.0
11146,32333,Fred Newmeyer,American,Male,1888.0,1967.0,79.0
11147,32334,Fred Niblo,American,Male,1874.0,1948.0,74.0
11148,32335,Max Ophuls,German,Male,1902.0,1957.0,55.0
11151,32341,Edwin S. Porter,American,Male,1870.0,1941.0,71.0
11152,32347,Yakov Protazanov,Russian,Male,1881.0,1945.0,64.0
11153,32348,Vsevolod Pudovkin,Russian,Male,1893.0,1953.0,60.0
11157,32353,Theodore Reed,American,Male,1887.0,1959.0,72.0
11159,32356,Marlon Riggs,American,Male,1957.0,1994.0,37.0
11162,32362,Victor L. Schertzinger,American,Male,1890.0,1941.0,51.0
11163,32363,Gustavo Serena,Italian,Male,1881.0,1970.0,89.0
11164,32364,Bill Sherwood,American,Male,1952.0,1990.0,38.0
11165,32365,Esther Shub,Ukrainian,Female,1894.0,1959.0,65.0
11167,32367,Victor Sjöström,Swedish,Male,1879.0,1960.0,81.0
11168,32369,Warren Sonbert,American,Male,1947.0,1995.0,48.0
11178,32423,Jacques Tourneur,French,Male,1904.0,1977.0,73.0
11180,32427,Captain Beefheart (Don Van Vliet),American,Male,1941.0,2010.0,69.0
11183,32432,King Vidor,American,Male,1894.0,1982.0,88.0
11184,32434,Raoul Walsh,American,Male,1887.0,1980.0,93.0
11185,32435,William A. Wellman,American,Male,1896.0,1975.0,79.0
11188,32448,William Wyler,American,Male,1902.0,1981.0,79.0
11196,32484,Hugo Häring,German,Male,1882.0,1958.0,76.0
11197,32487,Tony Conrad,American,Male,1940.0,2016.0,76.0
11203,32572,Sam Taylor,American,Male,1895.0,1958.0,63.0
11204,32586,Vladimir Shukhov,Russian,Male,1853.0,1939.0,86.0
11212,32652,Jeremy Blake,American,Male,1971.0,2007.0,36.0
11215,32655,Rolf Harder,Canadian,Male,1929.0,2013.0,84.0
11216,32656,Ernst Roch,Yugoslav,Male,1928.0,2003.0,75.0
11250,32751,Doug Michels,American,Male,1943.0,2003.0,60.0
11252,32766,Bas Jan Ader,Dutch,Male,1942.0,1975.0,33.0
11254,32791,Keith Arnatt,British,Male,1930.0,2008.0,78.0
11255,32792,David Askevold,American,Male,1940.0,2008.0,68.0
11258,32795,Yutaka Matsuzawa,Japanese,Male,1922.0,2006.0,84.0
11259,32796,David Robilliard,British,Male,1952.0,1988.0,36.0
